192062,1
199838,2
203741,3
204611,4
204615,5
205600,6
209120,7
219775,8
219782,9
220719,10
223164,11
223167,12
223169,13
223181,14
223186,15
224389,16
224390,17
224391,18
227315,19
228850,20
230078,21
233826,22
241391,23
241400,24
193174,26
195661,27
195686,28
195782,29
197178,30
199662,32
200265,33
201187,34
204649,35
206616,36
207084,38
207827,39
209948,41
211196,42
211205,43
212555,45
213386,46
213895,47
213909,48
215532,49
215542,50
216746,51
216840,52
217152,53
217329,54
217841,55
217849,56
218263,57
218273,58
219122,59
219520,60
219588,61
219619,62
219696,63
219748,64
219766,65
219767,66
219783,67
220718,68
220761,69
221016,70
221132,71
222386,73
223182,74
223187,75
223810,76
223822,77
223832,78
223848,79
223849,80
226223,81
227319,82
227331,83
227349,84
227355,85
227361,86
227415,90
227419,91
227423,92
227437,93
227453,94
227461,95
228545,96
228698,97
228748,98
228754,99
228776,100
228777,101
228797,102
228801,103
228864,107
228892,108
228893,109
228915,110
228916,111
228928,112
228975,113
229000,114
229028,115
229036,116
229069,117
229070,118
229088,119
229096,120
229104,121
230238,122
215490,123
233543,124
233547,125
233557,126
233579,127
233589,128
233600,129
233614,130
233663,131
233671,132
233679,133
233687,134
233691,135
233706,136
233712,137
233724,138
233800,139
233810,140
233818,141
233832,142
233838,143
237477,144
237509,145
237561,146
237583,147
237615,148
237688,149
237694,150
237700,151
237706,152
240150,153
240154,154
240190,155
241408,157
241420,158
241731,159
241735,160
241736,161
241744,162
241909,163
241917,164
241918,165
244041,166
244042,167
244426,168
244434,169
244461,170
244467,171
244473,172
244482,173
245404,174
245410,175
247001,176
192907,177
194336,178
195379,179
209067,180
209434,181
220083,182
233848,183
241850,184
192564,185
215097,186
215431,187
216668,188
222354,189
222360,190
222370,191
222376,192
223842,193
224212,194
226437,195
227242,196
227246,197
227250,198
227255,199
227263,200
228690,202
228706,203
228707,204
228713,205
228719,206
228729,207
228735,208
228739,209
228766,210
228770,211
228811,212
228872,214
228884,215
228894,216
228914,217
228984,218
228996,219
229004,220
229008,221
229016,222
229024,223
229071,225
229080,226
233567,227
233632,228
233636,229
233644,230
233654,231
233655,232
233697,233
233701,234
237513,235
237553,236
237647,237
237655,238
237663,239
237675,240
237683,241
237684,242
240162,243
240166,244
240174,245
240182,246
241426,248
241867,249
241893,250
241903,251
244457,252
244496,253
192810,254
203126,257
203563,258
214618,259
219471,260
220767,261
220775,262
220787,263
220791,264
221017,265
222401,266
222404,267
222405,268
222409,269
222410,270
227234,271
227238,272
227254,273
228747,274
228906,275
228983,276
228992,277
229068,278
233702,279
237651,280
192559,281
195851,283
196032,284
196286,285
196316,286
200843,287
200845,288
201359,289
202521,290
203135,291
203139,292
203142,293
203383,294
207946,296
207960,297
207963,298
207969,299
208419,300
208427,301
208487,302
209792,303
210175,304
214813,310
215421,311
215555,312
216803,313
217549,314
217553,315
217870,316
217912,317
219116,318
219652,319
219692,320
219702,321
219732,322
219778,323
221003,324
221030,325
221031,326
221044,327
221062,328
221063,329
221066,330
221069,331
221070,332
221082,333
221148,334
221164,335
221183,336
225581,337
225587,338
227299,340
227968,341
228774,342
228775,343
229044,344
229072,345
233599,346
233705,347
233730,348
233742,349
233754,350
233774,351
233790,352
237625,353
244481,354
244494,355
199708,356
204154,357
205841,358
207070,359
207081,360
222349,361
228944,362
228956,363
230714,364
230720,365
230722,366
230723,367
230724,368
230725,369
230989,370
244441,371
192313,372
192748,373
194691,374
195528,375
195626,376
196418,377
196817,378
197376,379
197377,380
198403,381
202002,382
203654,383
205238,384
207499,385
207825,386
208157,387
208159,388
211223,389
211243,390
212857,391
213058,392
213060,393
214251,394
214772,395
215007,396
215482,397
215484,398
215486,399
215498,401
215500,402
215503,403
215507,404
215516,405
215541,406
216665,407
216940,408
217542,409
217906,410
218295,411
219725,412
219777,413
220730,414
221123,415
221175,416
221181,417
221187,418
222351,419
222411,420
222412,421
222577,422
223188,423
223846,424
225142,425
226309,426
227159,427
227164,428
227168,429
227176,430
227180,431
227182,432
227184,433
227199,434
227202,435
227212,436
227216,437
227220,438
228537,439
230031,440
230032,441
230035,442
230040,443
230043,444
230049,445
230052,446
230062,447
230069,448
230079,449
230081,450
230082,451
230096,453
230098,454
230110,455
230118,456
230122,457
230146,458
230149,459
230152,460
230155,461
230158,462
230159,463
230162,464
230171,465
230180,466
230183,467
230187,468
230191,469
230194,470
230198,471
230212,472
230221,473
230226,474
230230,475
237532,476
237537,477
237595,478
237604,479
237643,480
237718,481
240160,482
241414,483
241418,484
241683,485
241843,486
241846,487
241858,488
243954,489
243964,490
244074,491
245112,492
245123,493
245136,494
245141,495
245146,496
245151,497
245156,498
245159,499
245160,500
245166,501
245170,502
245173,503
245174,504
245180,505
245184,506
245217,507
245414,508
247251,509
247256,510
247924,511
215511,512
220765,513
222402,514
222455,515
227151,516
227153,517
227155,518
227158,519
227160,520
227964,521
228013,522
230030,523
230054,524
230056,525
230103,526
230121,527
230161,528
230174,529
230179,530
230184,531
230704,532
237545,533
237550,534
237714,535
237726,536
241424,537
243920,538
243960,539
244070,540
245120,541
245129,542
245213,543
191798,544
191858,545
